student_id,domain,gender,age,10th_marks,12th_marks,graduation_marks,backlogs,internship_done,projects_count,certifications_count,communication_skills,leadership_skills,teamwork_skills,problem_solving_skills,interest_area,python_score,java_score,cpp_score,javascript_score,sql_score,machine_learning_score,data_structures_score,networking_score,cloud_computing_score,cybersecurity_score,web_dev_score,devops_score,circuit_design_score,embedded_c_score,pcb_design_score,matlab_score,vhdl_verilog_score,iot_score,signal_processing_score,microcontrollers_score,robotics_score,communication_systems_score,power_electronics_score,cad_tools_score,cad_design_score,thermodynamics_score,fluid_mechanics_score,manufacturing_processes_score,strength_of_materials_score,autocad_score,ansys_score,robotics_automation_score,quality_management_score,automobile_engineering_score,cnc_programming_score,lean_manufacturing_score,accounting_score,financial_modeling_score,ms_excel_score,marketing_score,business_strategy_score,statistics_score,communication_score,data_analysis_score,erp_knowledge_score,supply_chain_score,hr_management_score,entrepreneurship_score,recommended_career
S3415,CS/IT,Male,19,50,45,45,1,1,4,3,6,6,6,7,Web Development,8,6,4,1,9,9,9,6,4,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3416,CS/IT,Male,25,50,45,54,3,1,5,2,5,7,5,7,Cloud & DevOps,7,6,6,4,4,7,7,10,5,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3417,CS/IT,Prefer not to say,22,50,46,45,1,1,5,1,6,4,4,3,AI & ML,9,6,5,6,5,5,5,6,10,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S3418,Mechanical,Prefer not to say,20,50,45,45,1,0,5,3,4,2,4,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,8,4,6,3,8,5,7,6,4,,,,,,,,,,,,,Robotics & Automation Engineer
S3419,CS/IT,Prefer not to say,20,50,45,45,4,0,4,1,3,2,3,3,Web Development,7,2,7,7,1,3,5,8,10,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S3420,Electronics,Male,22,50,45,55,4,1,3,1,7,7,5,6,Robotics,,,,,,,,,,,,,9,9,8,6,6,3,4,9,5,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3421,Electronics,Prefer not to say,19,58,45,50,3,1,5,3,6,5,4,5,Hardware Design,,,,,,,,,,,,,4,5,8,10,5,3,10,6,4,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S3422,Commerce,Female,23,50,45,49,3,1,4,1,7,4,5,8,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,4,7,7,8,10,7,4,6,5,7,Marketing Manager
S3423,CS/IT,Prefer not to say,20,52,45,49,4,1,4,1,7,4,4,5,Web Development,8,5,5,6,10,7,8,2,1,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3424,Electronics,Prefer not to say,20,50,46,45,4,1,3,2,3,3,5,6,Signal Processing,,,,,,,,,,,,,6,7,9,1,6,2,4,10,1,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3425,Mechanical,Female,19,50,49,51,4,1,2,1,6,5,4,3,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,10,6,5,5,7,9,7,6,4,4,3,3,,,,,,,,,,,,,Mechanical Design Engineer
S3426,Commerce,Male,18,50,45,45,2,1,2,1,5,3,3,4,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,7,3,3,6,4,3,5,2,6,6,Financial Analyst
S3427,Mechanical,Prefer not to say,19,54,50,45,4,1,2,3,3,3,5,7,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,5,5,3,7,6,6,5,8,3,,,,,,,,,,,,,Thermal Engineer
S3428,Commerce,Female,24,50,45,46,3,1,4,1,4,3,6,3,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,8,2,5,9,5,3,6,7,4,HR Manager
S3429,Mechanical,Male,21,50,45,49,3,0,3,1,4,2,5,7,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,8,6,2,8,4,6,4,7,9,,,,,,,,,,,,,Manufacturing Engineer
S3430,Commerce,Prefer not to say,21,50,45,45,3,0,4,1,3,4,3,6,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,4,9,8,3,9,6,8,1,6,5,Marketing Manager
S3431,Mechanical,Female,24,50,45,49,1,0,3,3,3,5,7,7,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,4,8,10,7,5,8,10,1,5,3,5,4,,,,,,,,,,,,,Thermal Engineer
S3432,Commerce,Male,18,50,45,45,4,0,4,1,2,2,3,6,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,6,7,8,4,9,5,4,3,4,Data Analyst (Business)
S3433,Electronics,Female,21,50,45,45,3,1,3,3,5,2,5,4,Hardware Design,,,,,,,,,,,,,6,9,9,8,3,8,1,10,4,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3434,Mechanical,Prefer not to say,19,50,45,45,2,1,3,1,2,4,3,4,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,8,3,6,5,9,9,6,1,2,5,7,3,,,,,,,,,,,,,Mechanical Design Engineer
S3435,CS/IT,Prefer not to say,22,52,50,52,2,1,4,3,3,6,7,3,Web Development,8,3,3,3,8,5,5,8,8,6,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S3436,Commerce,Female,18,50,49,55,3,0,2,3,5,3,5,7,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,7,7,5,6,5,6,3,4,7,5,Financial Analyst
S3437,Commerce,Female,24,50,45,48,2,1,5,2,6,6,6,7,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,6,2,7,5,7,5,2,1,6,6,Financial Analyst
S3438,CS/IT,Male,23,50,45,45,5,1,3,2,2,1,3,6,AI & ML,8,7,7,2,2,4,7,5,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S3439,Mechanical,Prefer not to say,19,50,45,56,4,1,2,1,5,3,7,3,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,10,6,7,7,4,8,6,9,8,,,,,,,,,,,,,Manufacturing Engineer
S3440,Electronics,Male,18,50,45,45,3,0,3,3,5,2,5,2,Signal Processing,,,,,,,,,,,,,5,4,7,7,2,1,9,3,4,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S3441,CS/IT,Prefer not to say,18,50,45,47,3,1,4,3,3,4,2,4,Coding,9,5,5,3,7,8,8,3,1,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3442,CS/IT,Prefer not to say,19,50,50,49,3,1,5,1,7,5,3,5,Coding,5,7,6,4,6,8,7,10,6,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3443,Mechanical,Prefer not to say,21,51,45,48,3,0,4,1,5,4,6,6,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,4,3,3,3,4,10,5,4,,,,,,,,,,,,,Automobile Engineer
S3444,Mechanical,Female,23,50,48,45,2,0,3,2,2,3,6,3,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,9,2,6,7,3,8,8,4,5,3,6,4,,,,,,,,,,,,,CAD/CAM Engineer
S3445,Electronics,Female,23,50,53,45,2,0,2,2,5,6,7,3,Signal Processing,,,,,,,,,,,,,7,8,5,5,5,6,6,8,4,6,3,7,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3446,Electronics,Prefer not to say,23,54,45,52,1,1,3,1,7,7,4,7,Hardware Design,,,,,,,,,,,,,9,7,7,2,4,5,5,10,3,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3447,Commerce,Male,24,50,45,45,1,0,3,1,6,6,6,7,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,7,4,5,9,3,6,3,5,4,1,Financial Analyst
S3448,Commerce,Female,19,50,45,45,3,0,2,3,4,1,4,3,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,6,5,4,4,2,6,9,4,2,Supply Chain Manager
S3449,Commerce,Male,20,50,45,48,1,0,5,1,5,4,7,5,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,6,10,5,7,6,7,6,HR Manager
S3450,Electronics,Prefer not to say,22,50,45,45,3,0,3,3,6,5,5,7,VLSI,,,,,,,,,,,,,2,9,2,6,6,7,5,9,7,9,3,7,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3451,Electronics,Male,25,51,49,45,1,1,3,1,6,6,3,6,Robotics,,,,,,,,,,,,,7,5,10,3,5,6,6,6,6,6,8,10,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S3452,Commerce,Female,21,50,45,45,4,0,2,3,6,2,4,3,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,7,5,7,8,5,3,4,2,8,Marketing Manager
S3453,CS/IT,Prefer not to say,24,50,45,50,3,1,2,3,6,5,3,6,Cybersecurity,7,6,2,4,5,4,2,10,5,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3454,Mechanical,Female,21,50,45,45,4,0,3,2,6,6,2,6,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,5,4,1,7,7,6,3,4,2,,,,,,,,,,,,,Thermal Engineer
S3455,Mechanical,Male,18,50,48,45,4,0,5,3,3,5,6,6,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,10,6,3,4,8,9,5,7,2,5,2,6,,,,,,,,,,,,,Mechanical Design Engineer
S3456,Mechanical,Prefer not to say,22,54,53,45,1,1,5,2,3,6,4,6,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,8,8,5,5,5,9,4,9,8,,,,,,,,,,,,,Manufacturing Engineer
S3457,Commerce,Prefer not to say,24,50,45,45,2,0,4,1,5,5,5,2,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,7,5,4,6,2,2,4,4,8,Marketing Manager
S3458,Electronics,Male,22,50,45,45,2,0,1,1,6,5,3,2,Embedded Systems,,,,,,,,,,,,,7,4,5,2,8,3,5,2,4,4,3,8,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S3459,Electronics,Female,22,50,45,45,4,0,4,1,6,3,4,3,Telecommunications,,,,,,,,,,,,,7,7,7,3,5,3,6,10,5,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3460,Electronics,Prefer not to say,21,50,45,47,1,1,3,1,3,3,3,6,Hardware Design,,,,,,,,,,,,,5,9,6,5,4,9,2,10,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3461,CS/IT,Male,19,51,50,49,2,0,4,1,5,2,6,6,Networking,7,6,7,7,8,5,1,4,5,2,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S3462,Mechanical,Female,20,50,45,45,1,0,5,1,3,4,3,7,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,10,2,5,2,6,10,9,1,5,6,4,5,,,,,,,,,,,,,Mechanical Design Engineer
S3463,Commerce,Prefer not to say,20,50,45,46,2,0,2,1,5,4,4,3,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,3,5,10,7,10,4,2,5,6,Data Analyst (Business)
S3464,Electronics,Female,25,50,45,45,4,0,2,2,6,5,2,6,IoT,,,,,,,,,,,,,4,9,2,8,5,5,1,5,7,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S3465,CS/IT,Prefer not to say,22,50,46,47,2,0,5,2,4,6,4,3,Coding,5,4,3,3,7,5,2,10,3,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3466,Electronics,Prefer not to say,22,50,45,48,2,0,5,1,3,5,6,6,Telecommunications,,,,,,,,,,,,,4,10,4,7,4,10,3,6,7,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3467,Commerce,Prefer not to say,25,50,45,45,2,0,2,1,4,5,7,6,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,8,2,9,5,4,8,6,7,4,4,Business Analyst
S3468,Mechanical,Female,24,50,49,55,1,1,2,3,3,4,7,4,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,6,4,8,7,6,6,2,5,10,8,7,8,,,,,,,,,,,,,Quality Control Engineer
S3469,Electronics,Prefer not to say,23,50,45,48,4,0,5,3,4,5,4,6,IoT,,,,,,,,,,,,,2,6,5,4,3,8,6,9,2,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3470,Mechanical,Female,24,53,45,52,3,1,5,3,6,4,7,7,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,10,5,3,5,5,9,7,10,7,,,,,,,,,,,,,Manufacturing Engineer
S3471,CS/IT,Male,21,50,45,45,4,1,4,3,2,2,3,6,Cloud & DevOps,6,5,7,6,4,4,2,7,5,10,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3472,CS/IT,Female,25,50,45,45,2,0,5,2,3,3,5,6,AI & ML,5,2,3,10,5,4,3,6,6,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S3473,CS/IT,Male,21,50,45,45,1,1,3,1,3,6,6,6,Web Development,9,4,4,2,4,6,8,7,6,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3474,Electronics,Male,22,50,55,45,3,1,5,2,5,4,7,3,Robotics,,,,,,,,,,,,,7,10,8,4,6,7,3,10,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3475,CS/IT,Male,18,50,45,45,4,1,4,1,4,4,4,3,Cloud & DevOps,5,6,8,7,8,3,6,10,3,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3476,Mechanical,Female,20,50,48,45,3,0,2,3,7,4,7,4,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,7,10,10,7,6,4,6,4,6,2,3,3,,,,,,,,,,,,,Thermal Engineer
S3477,Mechanical,Female,24,50,45,45,2,1,3,1,3,4,5,4,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,8,7,3,1,5,9,3,3,9,,,,,,,,,,,,,Quality Control Engineer
S3478,CS/IT,Prefer not to say,25,50,45,53,1,1,4,3,6,6,4,3,AI & ML,5,5,2,10,6,3,6,5,8,3,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S3479,Electronics,Female,23,50,45,45,1,1,3,2,3,7,4,6,Hardware Design,,,,,,,,,,,,,6,9,6,7,5,9,3,6,6,9,3,4,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3480,Commerce,Male,25,50,45,45,4,0,2,2,6,4,2,6,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,8,1,9,8,1,10,2,6,2,5,Business Analyst
S3481,Mechanical,Prefer not to say,24,50,45,45,2,1,1,2,4,6,4,6,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,7,5,7,3,4,6,3,8,7,,,,,,,,,,,,,Manufacturing Engineer
S3482,Commerce,Prefer not to say,23,50,45,45,2,1,5,2,4,7,6,7,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,10,5,7,6,7,7,3,3,7,5,Business Analyst
S3483,CS/IT,Male,18,51,49,47,1,1,4,1,5,3,3,4,Networking,7,10,7,2,3,5,8,3,7,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S3484,Electronics,Female,22,50,45,45,2,0,3,1,5,6,4,2,IoT,,,,,,,,,,,,,2,5,2,9,4,6,7,4,5,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S3485,Electronics,Female,24,50,45,45,2,0,5,1,3,5,5,3,Telecommunications,,,,,,,,,,,,,4,3,4,8,2,3,9,6,5,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S3486,Commerce,Prefer not to say,22,50,45,45,3,1,5,3,2,6,5,5,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,8,7,10,5,8,8,3,5,1,4,Business Analyst
S3487,Commerce,Male,18,50,45,47,1,1,3,3,2,3,6,3,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,10,7,1,7,7,4,3,8,8,Marketing Manager
S3488,CS/IT,Male,19,50,48,45,3,1,2,1,7,6,5,5,Databases,8,8,5,1,8,10,6,6,4,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3489,Mechanical,Female,18,50,52,56,3,1,4,3,4,7,7,4,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,10,3,5,7,4,10,8,6,6,3,9,5,,,,,,,,,,,,,CAD/CAM Engineer
S3490,Electronics,Female,19,50,45,45,4,1,5,3,3,3,2,6,VLSI,,,,,,,,,,,,,6,3,2,7,3,7,6,1,5,10,6,8,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S3491,Electronics,Prefer not to say,24,50,45,45,3,1,2,3,6,7,5,7,IoT,,,,,,,,,,,,,10,6,9,5,6,4,6,4,3,3,8,9,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S3492,Electronics,Male,19,50,54,50,3,1,2,4,5,3,5,8,Robotics,,,,,,,,,,,,,10,4,6,4,10,5,6,7,8,5,6,9,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S3493,CS/IT,Prefer not to say,24,50,45,49,4,0,5,1,6,5,3,6,Databases,8,5,5,6,8,9,7,2,7,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3494,Mechanical,Female,19,50,45,45,1,1,3,2,6,3,5,7,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,8,6,3,6,8,8,3,10,9,,,,,,,,,,,,,Manufacturing Engineer
S3495,Mechanical,Prefer not to say,21,50,45,50,4,0,5,3,5,2,5,6,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,8,8,5,2,4,7,4,5,10,,,,,,,,,,,,,Quality Control Engineer
S3496,CS/IT,Female,19,50,45,55,2,1,5,3,5,5,3,3,Web Development,10,6,2,4,8,10,9,5,6,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3497,Commerce,Male,23,50,45,45,3,0,5,3,3,2,4,6,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,5,10,7,5,6,4,2,2,7,6,Marketing Manager
S3498,Mechanical,Prefer not to say,20,50,45,45,1,0,2,1,7,6,5,6,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,10,3,6,4,4,7,7,7,3,4,9,3,,,,,,,,,,,,,CAD/CAM Engineer
S3499,Electronics,Prefer not to say,19,50,45,45,2,1,5,1,3,3,7,5,Robotics,,,,,,,,,,,,,7,10,5,7,5,6,6,10,7,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3500,Electronics,Prefer not to say,25,50,45,45,2,0,4,1,3,5,5,4,VLSI,,,,,,,,,,,,,6,5,6,6,3,5,7,4,7,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S3501,CS/IT,Prefer not to say,21,50,45,48,4,0,4,2,5,7,4,6,Cybersecurity,10,4,2,4,9,9,7,3,6,2,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3502,Electronics,Male,22,50,45,45,4,1,2,3,4,4,6,4,Embedded Systems,,,,,,,,,,,,,10,1,8,1,5,5,5,4,4,2,5,8,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S3503,CS/IT,Male,25,52,45,47,1,1,5,2,7,5,3,7,AI & ML,9,7,8,8,4,7,8,4,7,6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S3504,CS/IT,Male,24,50,45,45,2,1,3,1,3,6,3,3,Networking,9,3,5,3,6,10,5,4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3505,CS/IT,Female,21,50,45,49,1,0,4,2,5,4,5,7,Databases,9,9,6,5,5,5,10,4,4,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S3506,CS/IT,Female,25,50,45,45,2,0,3,1,5,5,4,4,Databases,7,2,3,4,4,6,4,8,10,6,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S3507,CS/IT,Female,25,50,45,45,4,1,4,2,6,3,5,3,AI & ML,9,4,6,3,7,8,6,5,4,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3508,Electronics,Prefer not to say,19,50,45,45,1,0,5,1,2,2,6,2,Telecommunications,,,,,,,,,,,,,4,5,5,9,2,6,8,2,4,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S3509,Mechanical,Male,22,50,45,45,1,0,3,2,2,2,4,2,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,4,3,5,3,1,5,10,4,4,,,,,,,,,,,,,Automobile Engineer
S3510,Commerce,Female,23,50,45,45,2,1,2,3,4,5,4,2,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,2,7,5,7,9,4,2,4,3,4,Marketing Manager
S3511,Electronics,Prefer not to say,18,50,48,53,3,0,2,3,4,5,4,7,IoT,,,,,,,,,,,,,4,5,4,8,7,3,8,7,6,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S3512,Electronics,Male,22,50,45,45,2,1,2,3,3,3,4,6,Signal Processing,,,,,,,,,,,,,10,9,5,2,4,6,6,8,1,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S3513,Electronics,Female,19,50,45,45,1,1,3,1,7,2,5,7,IoT,,,,,,,,,,,,,2,9,8,4,5,8,3,10,5,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3514,Commerce,Male,20,50,45,60,2,1,4,3,6,6,7,8,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,7,3,6,8,5,4,5,7,7,Financial Analyst
S3515,CS/IT,Male,23,50,45,45,1,0,2,1,6,7,7,4,Coding,8,5,3,9,9,6,8,4,4,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S3516,CS/IT,Female,23,50,45,45,1,1,3,3,6,4,3,4,Cloud & DevOps,8,2,4,6,7,3,10,3,4,3,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S3517,Commerce,Prefer not to say,23,50,45,45,2,0,5,1,5,6,5,5,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,4,4,9,3,7,6,4,4,5,Data Analyst (Business)
S3518,Electronics,Female,18,50,48,45,3,0,2,1,3,3,3,5,VLSI,,,,,,,,,,,,,7,9,6,7,7,4,6,5,9,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S3519,CS/IT,Female,19,50,47,45,3,1,3,1,6,5,3,5,Coding,9,5,4,5,7,9,9,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3520,CS/IT,Male,25,52,45,51,1,1,2,3,6,4,7,5,AI & ML,10,4,8,3,7,9,5,5,8,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S3521,Mechanical,Female,19,50,46,45,3,0,3,3,4,6,4,2,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,10,6,6,2,4,8,5,2,4,2,8,5,,,,,,,,,,,,,CAD/CAM Engineer
S3522,Mechanical,Female,18,50,48,51,3,1,2,1,3,6,4,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,9,4,2,5,3,8,7,9,5,7,10,4,,,,,,,,,,,,,Robotics & Automation Engineer
S3523,Electronics,Prefer not to say,25,50,45,45,3,1,2,2,3,6,3,6,IoT,,,,,,,,,,,,,4,6,1,5,6,9,8,10,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3524,Mechanical,Male,24,51,45,45,1,0,2,3,3,3,4,4,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,4,9,8,6,8,3,6,6,4,7,7,4,,,,,,,,,,,,,Thermal Engineer
S3525,Commerce,Female,19,50,45,49,3,1,5,3,4,4,3,7,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,3,9,8,6,7,3,6,8,3,9,Entrepreneur/Startup Founder
S3526,Electronics,Female,23,50,45,45,3,1,2,1,3,2,6,6,Embedded Systems,,,,,,,,,,,,,3,4,4,7,5,5,7,5,7,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S3527,Mechanical,Female,25,50,49,53,4,1,5,1,4,5,6,3,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,9,7,4,7,6,10,7,2,4,3,6,4,,,,,,,,,,,,,Mechanical Design Engineer
S3528,CS/IT,Male,22,50,45,45,3,1,2,1,3,2,3,7,Cloud & DevOps,4,6,2,10,5,7,4,1,5,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S3529,Mechanical,Prefer not to say,24,50,45,45,1,0,2,3,6,5,3,3,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,10,9,8,5,2,4,3,5,1,9,6,2,,,,,,,,,,,,,Automobile Engineer
S3530,Commerce,Female,19,50,46,45,2,1,2,3,2,2,4,4,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7,7,8,1,6,3,2,7,2,7,Marketing Manager
S3531,CS/IT,Male,23,54,45,45,3,1,5,3,7,3,6,4,Databases,6,8,7,3,6,6,5,10,5,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S3532,Electronics,Male,24,50,45,45,5,0,2,3,2,5,2,2,IoT,,,,,,,,,,,,,2,10,4,5,7,7,3,7,1,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S3533,Electronics,Female,22,50,45,46,2,1,5,3,5,5,7,3,IoT,,,,,,,,,,,,,1,7,6,8,3,10,4,8,8,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
